Row Labels;Sum of q2_gms
4,61E+16;53448.51
4,61E+16;28657.83
4,62E+16;24335.17
4,63E+15;9560.83
4,63E+15;0
4,63E+15;3085.56
4,64E+16;0
4,64E+16;2337.9
4,65E+16;622485.44
4,65E+16;13087
4,65E+16;39809.43
4,65E+15;542.54
4,65E+16;911.23
4,66E+16;356
4,66E+16;13950.33
4,66E+16;3422.46
4,66E+16;961.75
4,66E+16;71164.27
4,66E+16;89583
4,67E+16;361961.7
4,67E+16;273.47
4,67E+16;14967.26
4,67E+16;0
4,67E+16;0
4,67E+16;3049.4
4,68E+16;22568.87
4,69E+16;229.9
4,69E+16;3601
4,69E+15;6294
4,69E+16;1499
4,69E+16;390
4,69E+15;0
4,69E+16;58042.99
4,69E+16;0
4,70E+16;349.99
4,70E+16;152.5
4,70E+16;1989.97
4,70E+16;1307
4,70E+16;1286.42
4,70E+16;0
4,71E+16;800
4,71E+16;18525.84
4,71E+16;307.53
4,71E+16;24343.81
4,71E+16;13720.01
4,71E+16;50748.83
4,71E+16;1900
4,72E+16;7891.9
4,72E+16;4162.5
4,72E+16;0
4,72E+16;2451
4,73E+16;5660.25
4,73E+16;589.85
4,73E+16;0
4,73E+15;8033
4,73E+15;5159.97
4,74E+16;0
4,74E+16;0
4,74E+16;8406.01
4,74E+16;249.9
4,75E+16;1190
4,75E+16;13010.52
4,75E+16;6599.34
4,75E+16;8275.17
4,75E+16;4271.9
4,75E+16;0
4,75E+16;1860
4,76E+16;1110
4,76E+16;9500
4,76E+15;498
4,76E+15;4298
4,76E+16;5502.45
4,76E+16;1797.86
4,76E+16;0
4,77E+16;12456
4,77E+16;809.79
4,77E+16;2235.75
4,77E+16;0
4,77E+16;4028.58
4,77E+16;2150
4,78E+16;34649.66
4,78E+16;31046.79
4,79E+16;1310.04
4,79E+16;5800
4,79E+16;1490
4,79E+16;15649.25
4,79E+16;0
4,79E+16;15385.68
4,79E+15;16498
4,79E+15;85568.1
4,79E+16;133015.89
4,80E+16;0
4,80E+16;117511.5
4,80E+16;0
4,80E+16;2501.82
4,80E+16;48541.19
4,80E+16;104.9
4,80E+16;112206.32
4,80E+16;6093.43
4,81E+16;0
4,81E+16;2249.8
4,81E+16;10585.24
4,81E+16;0
4,81E+16;399.9
4,81E+16;2635
4,81E+16;967
4,81E+16;2293.67
4,81E+16;1656.8
4,82E+16;899.9
4,82E+16;9657.95
4,82E+16;2230.5
4,82E+16;59466.12
4,82E+16;13850
4,82E+16;2775
4,82E+16;3195
4,82E+16;450
4,82E+16;5529.3
4,83E+16;-359
4,84E+16;5078.7
4,84E+16;0
4,84E+16;299.9
4,84E+16;23903.78
4,85E+16;14249
4,85E+16;57313.45
4,85E+16;304.5
4,85E+16;220
4,85E+16;1790
4,85E+16;0
4,85E+16;24681.51
4,86E+16;3998.6
4,86E+16;520
4,86E+15;2691
4,86E+16;195
4,86E+16;5828.05
4,86E+16;12123.03
4,86E+16;0
4,86E+16;4470
4,86E+16;10497
4,86E+16;32348.71
4,86E+16;0
4,86E+16;11870.05
4,87E+16;549
4,87E+16;56178.98
4,87E+16;3720
4,88E+16;5752.9
4,88E+16;8100
4,88E+16;305.16
4,88E+16;379
4,88E+16;4399.94
4,89E+15;0
4,89E+16;502207.64
4,89E+16;22658.52
4,89E+16;4175
4,89E+16;1729
4,89E+16;91629.77
4,89E+16;4912
4,89E+16;2499.9
4,89E+16;0
4,89E+16;3723
4,90E+16;2230
4,90E+16;17896
4,90E+16;0
4,90E+16;784.6
4,90E+16;27000.79
4,90E+16;0
4,90E+16;0
4,90E+15;710
4,90E+16;4434.35
4,90E+16;14842.12
4,90E+16;13826
4,91E+15;235
4,91E+16;2947.91
4.91E+11;241.06
4,91E+16;1620
4,91E+16;620
4,92E+16;5802.74
4,92E+16;18019
4,92E+15;0
4,92E+16;2100
4,92E+16;3536.6
4,92E+16;13594.96
4,92E+16;1645.96
4,92E+16;9508.8
4,92E+16;792
4,92E+16;999.9
4,92E+16;2109.28
4,92E+16;22298.28
4,93E+16;1259
4,93E+16;0
4,93E+16;2905
4,93E+16;7620
4,93E+16;23743.01
4,93E+16;-999
4,93E+16;1199.9
4,93E+16;315668.27
4,93E+16;4147.49
4,94E+16;899.9
4,94E+16;11933.6
4,94E+16;0
4,94E+16;3505
4,94E+16;7712.24
4,94E+16;899.88
4,94E+16;548
4,95E+16;620
4,95E+15;10235.78
4,95E+16;659.8
4,95E+16;2549
4,95E+16;10908
4,95E+16;180
4,95E+16;0
4,96E+15;315.63
4,96E+16;14881.22
4,96E+16;1099
4,96E+16;285
4,97E+16;15999.99
4,97E+16;147912.34
4,97E+16;225
4,97E+16;749.97
4,97E+16;489403.61
4,97E+16;131819.98
4,97E+16;6120.1
4,97E+16;1516
4,98E+16;7245.62
4,98E+16;0
4,98E+16;895.99
4,98E+16;86753.45
4,99E+16;2045
4,99E+16;1260
5,00E+15;0
5,00E+16;1686
5,00E+16;8461.65
5,00E+16;23568.77
5,00E+16;299
5,00E+16;18145.26
5,01E+16;0
5,01E+16;1339.6
5,01E+16;298
5,01E+16;0
5,01E+16;180
5,01E+16;2989.24
5,01E+16;14919.14
5,01E+16;284.7
5,02E+16;15353.74
5,02E+16;9277.1
5,02E+16;0
5,02E+16;1318
5,02E+16;1668.47
5,02E+16;0
5,02E+16;42056.9
5,02E+15;1350
5,02E+16;834
5,02E+16;1031.95
5,02E+16;72635
5,02E+16;8106.44
5,03E+16;0
5,03E+15;4210.25
5,03E+16;1483.9
5,03E+16;8338
5,03E+16;0
5,03E+16;7263.5
5,03E+16;284.4
5,03E+15;299.9
5,03E+16;593603.81
5,03E+16;57285
5,03E+16;0
5,04E+16;0
5,04E+16;381077.38
5,04E+16;7756.2
5,04E+16;5597.8
5,04E+16;0
5,04E+16;108114.73
5,04E+16;17583.28
5,04E+16;0
5,04E+16;214.31
5,04E+15;185
5,04E+16;4548.93
5,05E+16;0
5,05E+15;0
5,05E+16;1835
5,05E+16;686.73
5,05E+16;7750.77
5,05E+16;39390.89
5,05E+16;0
5,05E+16;537.45
5,05E+16;2157.91
5,06E+16;31606.06
5,06E+16;33458.61
5,06E+16;161729.14
5,06E+16;78107.06
5,06E+16;19025.19
5,06E+16;479.8
5,06E+16;24178.43
5,07E+16;8008.85
5,07E+16;520
5,07E+16;1549.97
5,07E+16;799.9
5,07E+16;971551.22
5,07E+16;2749
5,07E+16;180.88
5,07E+16;1024.4
5,07E+16;0
5,07E+16;5699.97
5,07E+16;0
5,07E+16;2981.91
5,07E+16;191937.89
5,07E+16;0
5,08E+15;149
5,08E+16;5590.83
5,08E+16;31113.96
5,08E+16;524.7
5,09E+16;-510
5,09E+16;0
5,09E+16;0
5,09E+16;7223.12
5,09E+15;2349.5
5,09E+16;1041
5,09E+16;3551
5,10E+15;1030
5,10E+16;107065.28
5,10E+16;1671
5,10E+16;1984
5,10E+16;1500
5,10E+15;3256.23
5,10E+16;3960.58
5,10E+16;3244.97
5,11E+16;1638
5,11E+15;0
5,11E+16;4829.9
5,11E+16;1039.3
5,11E+16;6669
5,11E+15;294.9
5,11E+16;0
5,11E+16;5720
5,11E+16;21700
5,11E+16;0
5,11E+16;8833.1
5,12E+16;60023.55
5,13E+16;6520.24
5,13E+16;810
5,14E+16;750
5,14E+16;2775
5,17E+16;0
5,18E+16;0
5,18E+16;579.4
5,26E+16;3378.98
5,28E+15;25275.21
5,29E+16;15904.25
5,34E+16;8475.85
5,36E+16;23725.68
5,36E+16;930.71
5,36E+16;700.2
5,36E+16;0
5,36E+16;35053.99
5,36E+16;14440
5,37E+16;546
5,37E+15;60507.76
5,37E+16;2322.9
5,37E+15;536.48
5,37E+16;0
5,37E+16;770
5,37E+16;9835.18
5,37E+16;199094.77
5,37E+15;2405
5,37E+16;3599.3
5,37E+16;26842.86
5,38E+16;-949.99
5,38E+15;7626.71
5,38E+16;24819.91
5,38E+16;6189.58
5,38E+16;829
5,38E+16;0
5,38E+16;19631
5,38E+16;0
5,38E+16;216
5,39E+16;4795.5
5,39E+16;0
5,39E+16;0
5,39E+16;149.99
5,39E+15;0
5,39E+16;30994.23
5,39E+16;2077.17
5,39E+16;42831
5,39E+16;269.9
5,40E+15;0
5,40E+16;5366.35
5,40E+16;16824.5
5,40E+15;3069.5
5,40E+16;6222.24
5,40E+16;3159
5,40E+16;8426.79
5,40E+16;0
5,41E+16;3756.47
5,41E+16;3498
5,41E+16;8260.78
5,41E+16;0
5,41E+16;2545.89
5,41E+16;2567.72
5,41E+16;822.53
5,41E+16;6691.41
5,41E+16;3860
5,41E+16;349
5,41E+14;440.5
5,41E+16;4685.81
5,41E+16;71861.05
5,42E+16;1483665.28
5,42E+16;815
5,42E+16;7808.05
5,42E+16;420
5,43E+16;1973.86
5,43E+16;0
5,43E+16;-249.1
5,43E+16;1847.45
5,44E+16;2099.6
5,44E+16;129.9
5,44E+16;2100
5,44E+16;1014
5,44E+16;0
5,44E+16;0
5,45E+16;0
5,45E+16;9179.23
5,45E+16;729
5,45E+16;0
5,45E+16;320
5,46E+15;9759.47
5,46E+16;67826.93
5,46E+15;1899.52
5,46E+15;4245
5,47E+16;0
5,47E+16;2969.1
5,47E+16;3388.42
5,47E+16;913
5,47E+16;2181.37
5.47E+11;0
5,47E+16;21828.69
5,47E+16;11571.7
5,47E+16;0
5,47E+16;1170
5,47E+16;3800
5,48E+16;11716.04
5,48E+16;4034.04
5,48E+16;0
5,48E+16;2839.33
5,48E+16;538693.44
5,48E+16;7299.9
5,48E+16;125380.21
5,48E+16;359.91
5,48E+16;107594.15
5,48E+16;0
5,49E+16;0
5,49E+16;6599
5,49E+16;11340
5,49E+16;0
5,50E+16;599
5,50E+16;199.9
5,50E+16;0
5,50E+16;0
5,50E+16;10327.06
5,50E+16;1037.49
5,50E+16;0
5,51E+16;5169.95
5,51E+16;0
5,51E+16;0
5,51E+16;120421.07
5,51E+16;3540
5,51E+16;81442.82
5,51E+16;173
5,52E+16;464.58
5,52E+16;142.9
5,52E+16;0
5,52E+15;1249.71
5,52E+16;52286.39
5,52E+16;10580.91
5,53E+15;401
5,53E+16;21034.37
5,53E+16;8677.02
5,53E+16;25024.5
5,53E+16;55607.26
5,53E+15;1435
5,53E+16;31030.17
5,53E+16;49.99
5,53E+16;428
5,54E+15;1671
5,54E+15;43045
5,54E+16;19631.76
5,54E+16;33619.23
5,55E+15;19592.5
5,55E+16;1997.99
5,55E+16;26244.45
5,55E+16;1941.94
5,55E+16;0
5,55E+16;599
5,55E+16;605757.66
5,55E+16;1372.5
5,55E+16;61.8
5,56E+16;0
5,56E+16;795.28
5,56E+16;8611.2
5,56E+16;13999.23
5,56E+16;0
5,56E+15;2077.54
5,56E+16;79150
5,56E+16;6276
5,57E+16;58997
5,57E+16;13918.04
5,57E+16;11024.36
5,57E+16;0
5,57E+16;389
5,57E+16;43607.72
5,57E+15;19260.87
5,57E+16;331502.52
5,57E+16;3250
5,57E+16;1650.21
5,57E+16;17934.3
5,57E+16;0
5,57E+16;5432.52
5,58E+16;254012.76
5,58E+15;1599.95
5,58E+16;24457.89
5,58E+16;0
5,58E+15;0
5,58E+16;808
5,58E+16;199.98
5,58E+16;9397
5,59E+16;4093
5,59E+16;39872.28
5,59E+16;531.9
5,59E+15;5055.87
5,60E+16;0
5,60E+15;0
5,60E+15;520.16
5,60E+16;14581.41
5,60E+16;0
5,60E+16;4739.2
5,61E+16;242.2
5,61E+16;4358.99
5,61E+15;67495
5,61E+16;6597.87
5,61E+16;580
5,61E+16;361.8
5,61E+15;1772.1
5,61E+16;600
5,61E+16;389
5,61E+16;0
5,62E+16;1293.56
5,62E+16;1326
5,62E+15;0
5,62E+16;698
5,62E+16;7738.48
5,62E+16;7930
5,63E+16;388.9
5,63E+16;1699
5,63E+16;2694.85
5,63E+16;0
5,63E+16;590
5,63E+16;5784.71
5,63E+16;27620.63
5,63E+16;1799.8
5,63E+16;0
5,63E+16;19916.46
5,64E+16;480
5,64E+16;0
5,64E+16;12028.73
5,64E+16;0
5,64E+16;5400.98
5,64E+16;289.99
5,64E+16;8867.95
5,65E+16;2159.95
5,65E+16;53530
5,65E+16;21068.16
5,65E+16;599.8
5,65E+16;1336865.69
5,66E+16;0
5,66E+16;485
5,66E+16;6827
5,66E+16;2977.58
5,66E+16;2200
5,66E+16;0
5,67E+16;690
5,67E+15;0
5,67E+16;289.8
5,67E+16;1695
5,67E+16;10674.94
5,67E+16;48687.83
5,68E+16;13664.5
5,68E+16;88866.32
5,68E+16;10538.89
5,68E+16;1949.97
5,68E+16;599
5,68E+15;0
5,68E+16;2979.78
5,68E+16;110108.11
5,68E+16;700
5,68E+16;1455
5,68E+16;869.5
5,69E+16;25069.35
5,69E+16;59307.74
5,69E+16;2901.19
5,69E+16;3050
5,69E+16;174.9
5,69E+16;19989.5
5,69E+16;219.9
5,70E+16;1820
5,70E+16;73964.26
5,70E+16;1015463.69
5,70E+16;12994.5
5,70E+16;15072.78
5,70E+16;2715
5,70E+16;21997.39
5,71E+16;108216.77
5,71E+16;22528.07
5,71E+16;36612.05
5,72E+16;1999.98
5,72E+16;945
5,72E+16;15882.19
5,72E+16;3677
5,72E+16;0
5,72E+16;300
5,72E+16;1467.54
5,73E+15;3330.66
5,73E+16;169.9
5,73E+16;1395
5,73E+16;0
5,73E+16;90974.21
5,74E+16;2384
5,74E+16;31951
5,74E+16;3439.26
5,74E+15;2716.99
5,74E+15;3207.05
5,74E+16;1260
5,75E+16;879.9
5,75E+16;0
5,75E+16;-3074.04
5,75E+16;5771.93
5,75E+16;34441.26
5,76E+16;0
5,76E+16;3408.61
5,76E+16;4210
5,76E+15;2699
5,76E+16;14372.01
5,76E+16;11832.2
5,76E+16;147350.46
5,77E+16;0
5,77E+16;28308.2
5,77E+16;61542.2
5,77E+16;899
5,77E+16;254.47
5,77E+16;7377.95
5,77E+16;6990
5,77E+15;0
5,77E+16;1725
5,77E+16;18006.65
5,77E+16;8545
5,78E+16;25552.28
5,78E+16;0
5,78E+16;0
5,78E+16;1199
5,78E+16;1284.8
5,78E+16;14352
5,78E+16;28625.9
5,78E+16;0
5,79E+16;18916.8
5,79E+16;13161.37
5,79E+15;1998
5,79E+16;22059.26
5,79E+16;625
5,79E+16;22742.93
5,79E+16;65617
5,79E+16;639
5,80E+16;680
5,80E+16;0
5,80E+16;0
5,80E+16;618.2
5,80E+16;0
5,80E+16;0
5,81E+16;2430
5,81E+16;4979.93
5,81E+16;2448.64
5,81E+16;0
5,82E+16;0
5,82E+15;2939.5
5,82E+16;3948.7
5,82E+16;449.9
5,82E+16;2039
5,82E+16;0
5,82E+16;0
5,82E+16;0
5,82E+16;0
5,82E+16;0
5,82E+16;63681.37
5,82E+16;1280
5,82E+16;60912.84
5,83E+16;0
5,83E+16;759.8
5,83E+16;7258.94
5,83E+16;6097.5
5,83E+16;0
5,83E+15;0
5,83E+16;-1426
5,83E+16;1053
5,83E+16;66211.15
5,83E+16;0
5,84E+16;14202.82
5,84E+16;1816
5,84E+16;2124.01
5,84E+16;0
5,84E+16;1364651.1
5,84E+16;9050
5,84E+16;0
5,84E+16;3280
5,84E+16;2114.5
5,84E+16;26441.44
5,84E+15;0
5,84E+16;30702.5
5,85E+16;6376.9
5,85E+16;299.9
5,85E+16;15122.86
5,85E+16;1919.99
5,85E+16;579.98
5,85E+16;4709
5,85E+16;563209.61
5,85E+16;6086.74
5,86E+16;2698
5,86E+16;0
5,86E+16;13467.63
5,86E+15;0
5,86E+16;7068.71
5,87E+16;3535.66
5,87E+16;0
5,87E+16;2988.88
5,87E+15;1365
5,87E+16;10511
5,87E+16;324.6
5,87E+16;0
5,87E+16;4893.84
5,87E+16;0
5,88E+16;5133
5,88E+16;0
5,88E+16;96
5,88E+16;0
5,88E+16;6151
5,88E+16;130
5,88E+16;122650.56
5,88E+16;1800
5,88E+16;12898
5,89E+16;2795.86
5,89E+16;1475
5,89E+16;2291.27
5,89E+16;0
5,89E+16;0
5,89E+16;3807
5,89E+16;9601.03
5,89E+16;2749
5,89E+16;1999.19
5,89E+16;180.29
5,89E+16;3795
5,89E+16;19151.54
5,89E+16;1782.9
5,89E+16;600
5,90E+16;650.68
5,90E+16;9091.96
5,90E+16;19446.8
5,90E+16;11856.22
5,90E+16;0
5,90E+15;0
5,90E+16;8650
5,91E+16;5359.86
5,92E+16;10545.9
5,92E+16;7916.87
5,92E+16;18796.63
5,92E+16;13036.17
5,92E+15;5208.8
5,92E+16;617.5
5,92E+16;249
5,92E+16;300
5,93E+16;0
5,93E+16;0
5,93E+16;3092
5,93E+15;237054.9
5,93E+16;2200
5,93E+16;700
5,93E+15;0
5,93E+16;1987.55
5,93E+16;410.79
5,94E+16;749
5,94E+16;3235.25
5,94E+16;1299
5,94E+16;499.9
5,94E+15;1649.97
5,94E+16;205427.31
5,94E+16;2749.9
5,94E+16;132602.72
5,94E+16;469.55
5,94E+16;0
5,94E+16;29690.19
5,95E+16;146567.9
5,95E+16;195
5,95E+16;22790.87
5,95E+16;5002.15
5,95E+16;3086
5,95E+16;3280
5,95E+15;121273.67
5,95E+15;70243.12
5,95E+16;6435
5,95E+16;16393
5,95E+16;1790
5,95E+16;829.6
5,95E+16;2867.5
5,95E+15;2251
5,96E+16;0
5,96E+16;544.02
5,96E+16;2650
5,97E+16;143615.08
5,97E+16;1860
5,97E+16;42182
5,97E+16;649
5,97E+16;229.9
5,97E+15;465.47
5,97E+15;1278.4
5,97E+16;1515.72
5,97E+16;794.07
5,97E+16;0
5,97E+16;1306.2
5,97E+16;4998
5,98E+16;5564.42
5,98E+16;16199.79
5,98E+16;0
5,98E+16;9401
5,98E+16;22933.56
5,98E+15;45999
5,99E+16;11063.76
5,99E+16;499.9
5,99E+16;2248.88
5,99E+16;13614.1
5,99E+16;2811
5,99E+16;1175
5,99E+16;9032.55
5,99E+16;14457.94
5,99E+16;43894.24
5,99E+16;933.7
5,99E+16;22742.85
5,99E+16;14874.81
5,99E+16;2695.31
5,99E+16;0
5,99E+16;31464.89
6,00E+16;9756.12
6,00E+16;0
6,00E+16;2759.7
6,00E+16;16732.61
6,00E+16;25520.14
6,00E+16;4782.75
6,00E+16;1995905.28
6,00E+16;360
6,00E+16;624.9
6,00E+16;10146.56
6,00E+16;4733.74
6,00E+15;0
6,00E+16;12469.03
6,00E+16;50514.38
6,00E+16;35201.96
6,01E+16;10921.75
6,01E+16;1928
6,01E+16;2328.82
6,01E+16;0
6,01E+16;140617.08
6,01E+16;0
6,01E+16;0
6,01E+16;19765.87
6,01E+16;2720
6,01E+16;169.9
6,01E+16;26493.37
6,01E+16;899.99
6,01E+16;11631.95
6,01E+16;889.9
6,01E+16;9385.16
6,02E+16;2300
6,02E+16;18802.78
6,02E+16;0
6,02E+16;376847.94
6,02E+16;10698.96
6,02E+16;42419.83
6,02E+16;32534.22
6,02E+16;139911.01
6,03E+16;79286.99
6,03E+16;181952.91
6,03E+16;13611.89
6,03E+16;712.05
6,03E+16;918.79
6,03E+16;15131.48
6,04E+16;749.9
6,04E+16;1781.06
6,04E+16;14575
6,04E+16;423.08
6,04E+16;301.2
6,04E+16;2160
6,04E+16;2172
6,04E+16;4014
6,04E+16;285
6,04E+16;5799.7
6,04E+16;0
6,04E+16;3060.8
6,04E+16;0
6,04E+16;900
6,04E+16;116636.4
6,04E+15;3774.3
6,05E+16;0
6,05E+16;4562.75
6,05E+16;-25239.49
6,05E+16;15109.12
6,05E+16;1139
6,06E+16;5407.8
6,06E+16;1593
6,06E+16;5478
6,06E+16;0
6,06E+16;0
6,06E+16;9473.7
6,06E+16;18199
6,07E+16;1499.5
6,08E+16;0
6,08E+15;180
6.08E+11;0
6,08E+16;2862
6,08E+16;3298
6,08E+16;1349
6,08E+16;204.9
6,08E+16;900
6,09E+16;0
6,09E+16;1691.82
6,09E+16;219.9
6,09E+16;6350
6,09E+16;171597.15
6,09E+15;650
6,09E+16;14662.09
6,09E+16;649
6,09E+16;0
6,09E+16;0
6,09E+16;0
6,09E+16;0
6,10E+16;1307
6,10E+16;399
6,10E+16;655.5
6,10E+16;179.99
6,11E+16;5194.88
6,11E+16;2616.36
6,11E+16;104704.12
6,11E+16;17744.91
6,11E+16;1555.86
6,11E+16;623.89
6,11E+16;160
6,11E+16;27999.77
6,11E+16;5439.55
6,11E+16;450
6,11E+16;4077.03
6,11E+16;0
6,11E+16;58548.53
6,11E+16;136295.98
6,11E+16;-66.69
6,11E+16;1964.84
6,12E+16;13362.83
6,12E+16;3978.5
6,12E+16;5399.91
6,12E+16;349
6,12E+16;1048
6,12E+16;23249.73
6,13E+16;151.2
6,13E+16;1359.17
6,13E+16;14867.1
6,13E+16;1441
6,13E+16;78884.51
6,13E+16;8570.72
6,13E+16;8453.3
6,13E+16;0
6,14E+16;2860
6,14E+16;13221.2
6,14E+16;10345
6,14E+16;15326.06
6,14E+16;3035.89
6,14E+16;3598
6,14E+16;333.31
6,15E+16;10312.45
6,15E+16;85472.72
6,15E+16;9437.8
6,16E+15;34333.25
6,16E+15;0
6,16E+16;0
6,17E+16;16657
6,17E+16;899.1
6,17E+16;119831.8
6,17E+15;1046
6,17E+16;70
6,17E+16;593.99
6,17E+16;195
6,17E+16;477.79
6,17E+16;2250
6,17E+16;16149.3
6,17E+16;217.8
6,18E+16;22378.5
6,18E+16;125
6,18E+16;11299
6,18E+16;689.8
6,18E+16;90266.76
6,18E+16;538.95
6,19E+16;635820.66
6,19E+16;0
6,19E+16;18719.5
6,19E+16;599.98
6,19E+16;36479.01
6,19E+16;719.8
6,20E+14;31990.69
6,20E+16;410
6,20E+16;12546.86
6,20E+16;150
6,21E+16;777.99
6,21E+16;1837
6,21E+16;508.72
6,21E+16;1050
6,21E+16;5590.86
6,21E+16;9319.66
6,21E+16;1150
6,21E+16;221885.7
6,21E+16;7670.37
6,21E+15;88929
6,21E+16;4859.7
6,21E+16;0
6,21E+16;7553.47
6,22E+16;599.7
6,22E+16;109.99
6,22E+16;248.84
6,22E+15;93215.76
6,23E+16;314.9
6,23E+16;13402
6,23E+16;783.3
6,23E+16;4105.88
6,23E+16;3240
6,23E+16;0
6,23E+16;450
6,23E+16;1648
6,23E+16;2483.44
6,23E+16;1459.96
6,23E+16;689.58
6,23E+16;7137.8
6,23E+16;2299.7
6,24E+16;10437.69
6,24E+16;599
6,24E+16;17500
6,24E+16;379
6,24E+16;26257.82
6,24E+16;1329.3
6,25E+16;6925
6,25E+16;419.99
6,25E+15;7613.84
6,25E+16;5559.2
6,25E+16;2407.9
6,25E+16;0
6,25E+16;15720.56
6,25E+16;21554.9
6,25E+16;103041.25
6,25E+16;13019.4
6,25E+16;99746.65
6,25E+16;10815.85
6,25E+16;0
6,26E+16;34443.14
6,26E+16;199.9
6,26E+16;4540.44
6,26E+16;163.75
6,26E+16;5548.58
6,26E+16;41740.43
6,26E+16;2829.05
6,26E+16;8103.42
6,27E+14;1295
6,27E+16;2150
6,27E+16;6917.65
6,27E+16;1300
6,27E+16;29589.29
6,27E+16;8032
6,27E+16;40130.02
6,27E+16;2689
6,27E+16;2250
6,27E+16;-1352.7
6,27E+16;16802.15
6,28E+16;10655.8
6,28E+16;5000
6,28E+16;0
6,28E+16;17671.8
6,28E+16;0
6,28E+16;180
6,28E+16;3989
6,29E+16;18694.91
6,29E+16;948.1
6,29E+16;-400
6,29E+15;3384.62
6,29E+15;16421.15
6,29E+16;4327.6
6,30E+16;1706.9
6,30E+16;880
6,30E+16;1696
6,30E+16;0
6,30E+16;28739.54
6,30E+16;26510.78
6,30E+16;709.85
6,31E+16;1219.96
6,31E+16;930
6,31E+16;9319.7
6,31E+16;494
6,31E+16;52652.74
6,32E+16;0
6,32E+16;304.36
6,32E+16;888.9
6,32E+16;7833
6,32E+16;0
6,32E+15;750
6,32E+16;140
6,32E+16;0
6,32E+16;149.9
6,32E+16;495097.6
6,32E+16;2276.39
6,33E+16;9206.95
6,33E+16;299.99
6,33E+16;91121
6,33E+15;1083.8
6,33E+16;939.9
6,33E+16;0
6,33E+15;0
6,33E+16;1424
6,34E+16;24901.55
6,34E+16;18267.77
6,34E+16;64247.23
6,35E+16;199
6,35E+16;1391
6,35E+16;159
6,35E+16;2499.94
6,35E+16;1003531.53
6,35E+16;18667.7
6,35E+16;1500
6,35E+16;20716
6,35E+16;1280
6,35E+16;1265.35
6,35E+16;9697.74
6,36E+16;17056.44
6,36E+16;0
6,36E+16;1596
6,36E+16;1262.7
6,37E+16;23793.74
6,37E+16;0
6,38E+16;84425.31
6,38E+15;0
6,38E+16;4176
6,39E+16;0
6,39E+16;0
6,39E+16;404
6,39E+16;578.25
6,39E+16;225
6,39E+16;-656.95
6,39E+15;34434.12
6,40E+16;0
6,40E+16;0
6,40E+16;338727.68
6,40E+16;5161.42
6,40E+15;0
6,40E+16;4643.97
6,41E+16;0
6,41E+16;30085.38
6,41E+16;1952.98
6,41E+16;5174
6,41E+16;0
6,41E+16;1106.41
6,42E+16;568
6,42E+15;89.9
6,42E+16;17720.55
6,42E+16;8377869.87
6,42E+16;263004.89
6,42E+16;1548.44
6,42E+16;0
6,43E+16;3996
6,43E+16;239403.31
6,43E+16;829.95
6,43E+16;5296.59
6,44E+16;3743.3
6,44E+16;33702.81
6,44E+16;385
6,44E+16;19195.85
6,44E+16;1351
6,44E+16;3120
6,44E+16;52034.36
6,44E+16;777
6,44E+15;15901.56
6,44E+16;949.9
6,45E+16;0
6,45E+16;27844.66
6,45E+16;2338.2
6,45E+16;16274.51
6,45E+16;1032
6,45E+16;58739.13
6,45E+16;239
6,45E+16;0
6,45E+16;350
6,46E+16;18299.85
6,46E+16;0
6,46E+16;15768.53
6,47E+15;250678
6,47E+16;34463.52
6,47E+16;-1054167.93
6,47E+16;0
6,48E+16;57671.6
6,48E+16;9444
6,48E+16;11151.74
6,48E+16;4400
6,49E+16;5220.57
6,49E+16;149
6,49E+16;1324
6,49E+16;0
6,49E+15;7672.35
6,49E+16;3447
6,49E+16;42882.43
6,49E+16;0
6,49E+16;13778.91
6,49E+16;10990
6,50E+16;0
6,50E+16;138627.47
6,50E+16;179
6,50E+15;-1995
6,51E+16;90579.2
6,51E+16;1194
6,51E+16;0
6,52E+16;1525
6,52E+16;68971.96
6,52E+16;199
6,53E+16;46926.99
6,53E+16;4254.6
6,53E+16;999.4
6,54E+16;-1404
6,54E+16;3954.95
6,54E+16;0
6,55E+16;1932
6,55E+16;25606
6,55E+16;109.9
6,55E+16;35999
6,55E+16;206
6,56E+16;2400
6,56E+16;1492.71
6,56E+16;8217.05
6,56E+15;15694.95
6,57E+16;240
6,57E+16;25039.21
6,58E+16;6283.23
6,58E+16;0
6,58E+16;249.99
6,58E+16;778.98
6,59E+16;4693.18
6,59E+16;512.48
6,59E+16;31598.13
6,59E+16;9033
6,59E+16;145202.21
6,60E+16;1200
6,60E+16;5260
6,60E+16;267818.65
6,60E+15;717.6
6,60E+16;1036875.89
6,60E+16;66696.06
6,60E+16;3366.97
6,61E+16;2974.97
6,61E+16;5447.9
6,61E+16;2247
6,61E+16;93692.61
6,61E+16;750
6,62E+16;31827.13
6,62E+16;0
6,62E+16;4602
6,62E+16;0
6,62E+16;98213.4
6,63E+16;6848.79
6,63E+16;1539.3
6,63E+16;0
6,63E+15;0
6,63E+16;0
6,63E+16;40216.96
6,63E+16;268.45
6,63E+16;23887.29
6,63E+16;-449
6,63E+16;3184.35
6,63E+16;650
6,64E+16;1348
6,64E+16;225
6,64E+16;57323.24
6,64E+15;218.9
6,64E+16;35243.17
6,64E+15;0
6,64E+16;2161.81
6,64E+16;20950
6,64E+16;699.9
6,64E+16;12052.99
6,65E+16;207
6,65E+16;102207.08
6,65E+16;1170
6,65E+16;340.9
6,66E+16;36809.77
6,66E+16;424.7
6,66E+16;0
6,66E+16;22506.51
